"Specimen Number","Species ID","Group","Family","Scientific Name","Common Name","Country","State","County","Locality","Latitude","Longitude","Source","Accuracy","Drainage Name","HUC 8 Number","Year","Month","Day","Status","Comments","record_type","disposal","Museum_Cat_No","fresh_marine_intro","Reference 1","Type 1","Date 1","Author 1","Title 1","Publisher 1","Location 1","Reference 2","Type 2","Date 2","Author 2","Title 2","Publisher 2","Location 2","Reference 3","Type 3","Date 3","Author 3","Title 3","Publisher 3","Location 3","Reference 4","Type 4","Date 4","Author 4","Title 4","Publisher 4","Location 4","Reference 5","Type 5","Date 5","Author 5","Title 5","Publisher 5","Location 5","Reference 6","Type 6","Date 6","Author 6","Title 6","Publisher 6","Location 6"
"156243","95","Mollusks-Bivalves","Dreissenidae","Dreissena rostriformis bugensis","quagga mussel","Canada","ON","","Lake Ontario, Coast Guard buoy M7 at South Charity Shoal (eastern basin)","43.9832992554","-76.5417022705","reported","Accurate","Lake Ontario","04280002","1993","12","","established","","Personal communication","","","Freshwater","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"116968","95","Mollusks-Bivalves","Dreissenidae","Dreissena rostriformis bugensis","quagga mussel","Canada","ON","","St. Lawrence River, (Main Channel) North McNair Shoal buoy 136","44.5489006042","-75.7281036377","Map derived","Accurate","Headwaters St. Lawrence River","04290001","1991","12","","established","","Personal communication","","","Freshwater","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"116969","95","Mollusks-Bivalves","Dreissenidae","Dreissena rostriformis bugensis","quagga mussel","Canada","ON","","St. Lawrence River, (Main Channel) Maitland Light buoy M","44.5960998535","-75.6663970947","Map derived","Accurate","Headwaters St. Lawrence River","04290001","1991","12","","established","","Personal communication","","","Freshwater","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"156205","95","Mollusks-Bivalves","Dreissenidae","Dreissena rostriformis bugensis","quagga mussel","Canada","ON","","Lake Erie, Coast Guard buoy N at Long Point Bay (eastern basin)","42.7150993347","-80.1222991943","reported","Accurate","Lake Erie","04260000","1993","12","","established","","Personal communication","","","Freshwater","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"266610","95","Mollusks-Bivalves","Dreissenidae","Dreissena rostriformis bugensis","quagga mussel","Canada","ON","","Lake Simcoe, Georgina Twp., York Regional Municipality, near Sutton,","44.32349","-79.35685","reported","Accurate","Severn River-Lake Simcoe","04220003","2004","7","7","established","","Literature","","","Freshwater","19331","Database","2009","Ontario Federation of Anglers and Hunters.","OFAH Database All Species - 2009 Download.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"266615","95","Mollusks-Bivalves","Dreissenidae","Dreissena rostriformis bugensis","quagga mussel","Canada","ON","","Lake Simcoe, Innisfil Twp., York Regional Municipality, near Sutton and Big Bay Pt.","44.37845","-79.48739","reported","Accurate","Severn River-Lake Simcoe","04220003","2004","7","15","established","","Literature","","","Freshwater","19331","Database","2009","Ontario Federation of Anglers and Hunters.","OFAH Database All Species - 2009 Download.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"266608","95","Mollusks-Bivalves","Dreissenidae","Dreissena rostriformis bugensis","quagga mussel","Canada","ON","","Lake Ontario, Marysburgh Twp., Northumberland Co., Near Picton and Smith Bay","43.99517","-77.00945","reported","Accurate","Lake Ontario","04280002","1994","10","10","established","","Literature","","","Freshwater","19331","Database","2009","Ontario Federation of Anglers and Hunters.","OFAH Database All Species - 2009 Download.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"266606","95","Mollusks-Bivalves","Dreissenidae","Dreissena rostriformis bugensis","quagga mussel","Canada","ON","","Lake Erie, Elgin Co near Port Stanley, inshore","42.395","-81.1216","reported","Accurate","Lake Erie","04260000","1992","10","1","established","","Literature","","","Freshwater","19331","Database","2009","Ontario Federation of Anglers and Hunters.","OFAH Database All Species - 2009 Download.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"266614","95","Mollusks-Bivalves","Dreissenidae","Dreissena rostriformis bugensis","quagga mussel","Canada","ON","","Lake Simcoe, Oro Twp., Simcoe Co. near Eight Mile Pt.","44.48073","-79.40244","reported","Accurate","Severn River-Lake Simcoe","04220003","2004","7","9","established","","Literature","","","Freshwater","19331","Database","2009","Ontario Federation of Anglers and Hunters.","OFAH Database All Species - 2009 Download.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"266605","95","Mollusks-Bivalves","Dreissenidae","Dreissena rostriformis bugensis","quagga mussel","Canada","ON","","Lake Erie, Elgin Co., near Port Stanley navigational buoy","42.3826","-81.1208","reported","Accurate","Lake Erie","04260000","1992","10","1","established","","Literature","","","Freshwater","19331","Database","2009","Ontario Federation of Anglers and Hunters.","OFAH Database All Species - 2009 Download.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"237510","95","Mollusks-Bivalves","Dreissenidae","Dreissena rostriformis bugensis","quagga mussel","Canada","ON","","Lake Erie at Port Colborne (littoral site), Ontario, Canada","42.876467","-78.97934","Map derived","Accurate","Lake Erie","04260000","1989","9","","established","","Literature","","","Freshwater","9084","Journal Article","1993","Mills, E.L., R.M. Dermott, E.F. Roseman, D. Dustin, E. Mellina, D.B. Conn, and A.P. Spidle","Colonization, ecology, and population structure of the quagga mussel (Bivalvia: Dreissenidae) in the lower Great Lakes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"156159","95","Mollusks-Bivalves","Dreissenidae","Dreissena rostriformis bugensis","quagga mussel","Canada","ON","","Lake Erie at Port Stanley, Ontario","42.623103","-81.357374","Map derived","Accurate","Lake Erie","04260000","1990","","","established","Removed from a buoy; 3.5% of mussels removed from this buoy where D. r. bugensis.","Literature","","","Freshwater","9084","Journal Article","1993","Mills, E.L., R.M. Dermott, E.F. Roseman, D. Dustin, E. Mellina, D.B. Conn, and A.P. Spidle","Colonization, ecology, and population structure of the quagga mussel (Bivalvia: Dreissenidae) in the lower Great Lakes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"116958","95","Mollusks-Bivalves","Dreissenidae","Dreissena rostriformis bugensis","quagga mussel","Canada","ON","","Lake Ontario, Kingston Harbour buoy K1","44.2005996704","-76.5905990601","Map derived","Accurate","Lake Ontario","04280002","1991","12","","established","","Personal communication","","","Freshwater","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"116959","95","Mollusks-Bivalves","Dreissenidae","Dreissena rostriformis bugensis","quagga mussel","Canada","ON","","St. Lawrence River, (Middle Channel) Bayfield Shoal buoy H43","44.2139015198","-76.487197876","Map derived","Accurate","Headwaters St. Lawrence River","04290001","1991","12","","established","","Personal communication","","","Freshwater","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"116995","95","Mollusks-Bivalves","Dreissenidae","Dreissena rostriformis bugensis","quagga mussel","Canada","ON","","Lake Erie at the Nanticoke Generating Station in Nanticoke, Ontario, Canada","42.788399","-80.039803","Map derived","Accurate","Lake Erie","04260000","1992","4","","established","Reported in Dreissena polymorpha Information Review Vol. 3(3)","Personal communication","","","Freshwater","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"116962","95","Mollusks-Bivalves","Dreissenidae","Dreissena rostriformis bugensis","quagga mussel","Canada","ON","","St. Lawrence River, (Middle Channel) Wolfe Island Cut buoy PV5","44.2416992188","-76.1836013794","Map derived","Accurate","Headwaters St. Lawrence River","04290001","1991","12","","established","","Personal communication","","","Freshwater","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"156218","95","Mollusks-Bivalves","Dreissenidae","Dreissena rostriformis bugensis","quagga mussel","Canada","ON","","Lake Erie, Coast Guard buoy EN11 at Nanticoke Generating Station (eastern basin)","42.7789001465","-80.0477981567","reported","Accurate","Lake Erie","04260000","1993","12","","established","","Personal communication","","","Freshwater","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"156219","95","Mollusks-Bivalves","Dreissenidae","Dreissena rostriformis bugensis","quagga mussel","Canada","ON","","Lake Erie, Coast Guard buoy EN12 at Nanticoke Generating Station (eastern basin)","42.7773017883","-80.0457000732","reported","Accurate","Lake Erie","04260000","1993","12","","established","","Personal communication","","","Freshwater","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"156220","95","Mollusks-Bivalves","Dreissenidae","Dreissena rostriformis bugensis","quagga mussel","Canada","ON","","Lake Erie, Coast Guard buoy ET14 at Stelco Wharf Approach (eastern basin)","42.7844","-80.0758","reported","Accurate","Lake Erie","04260000","1993","12","","established","","Personal communication","","","Freshwater","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"156221","95","Mollusks-Bivalves","Dreissenidae","Dreissena rostriformis bugensis","quagga mussel","Canada","ON","","Lake Erie, Coast Guard buoy EN15 at Nanticoke Generating Station (eastern basin)","42.7881","-80.0414","reported","Accurate","Lake Erie","04260000","1993","12","","established","Quaggas only on this buoy.","Personal communication","","","Freshwater","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"156222","95","Mollusks-Bivalves","Dreissenidae","Dreissena rostriformis bugensis","quagga mussel","Canada","ON","","Lake Erie, Coast Guard buoy EN16 at Nanticoke Generating Station (eastern basin)","42.7883","-80.0397","reported","Accurate","Lake Erie","04260000","1993","12","","established","Quaggas only on this buoy.","Personal communication","","","Freshwater","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"116965","95","Mollusks-Bivalves","Dreissenidae","Dreissena rostriformis bugensis","quagga mussel","Canada","ON","","St. Lawrence River, (Main Channel) Haskell Shoal buoy 172","44.4433333333333","-75.8266666666667","Map derived","Accurate","Headwaters St. Lawrence River","04290001","1991","12","","established","","Personal communication","","","Freshwater","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1600345","95","Mollusks-Bivalves","Dreissenidae","Dreissena rostriformis bugensis","quagga mussel","Canada","ON","","[No locality description provided]","43.71839","-81.72383","reported","Accurate","Lake Huron","04240002","2012","7","14","established","<a href = https://www.misin.msu.edu/report/misin/submit/summary/printRecord.php?obs=reprint&id=599700 target = _blank >MISIN report ID 599700</a>","Literature","","","Freshwater","27950","Database","2019","Michigan State University Board of Trustees.","Midwest Invasive Species Information Network (MISIN)","Michigan State University. Department of Entomology - Applied Spatial Ecology and Technical Services Laboratory","East Lansing, MI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
